,Ticker,W%R_range,Long Trigger,Short Trigger,HODL_return,Trade Return,delta
611,SSTK,50,-40,-50,0.7307101727447216,0.450727,-0.2799831727447216
612,SSTK,50,-40,-60,0.7307101727447216,0.545219,-0.1854911727447216
613,SSTK,50,-40,-70,0.7307101727447216,0.506925,-0.22378517274472165
614,SSTK,50,-40,-80,0.7307101727447216,0.294759,-0.4359511727447216
615,SSTK,50,-40,-90,0.7307101727447216,0.251935,-0.4787751727447216
616,SSTK,50,-30,-20,0.7307101727447216,0.476074,-0.2546361727447216
617,SSTK,50,-30,-30,0.7307101727447216,-0.023851,-0.7545611727447216
618,SSTK,50,-30,-40,0.7307101727447216,0.069135,-0.6615751727447217
619,SSTK,50,-30,-50,0.7307101727447216,0.478733,-0.2519771727447216
620,SSTK,50,-30,-60,0.7307101727447216,0.538414,-0.19229617274472166
621,SSTK,50,-30,-70,0.7307101727447216,0.426168,-0.3045421727447216
622,SSTK,50,-30,-80,0.7307101727447216,0.247868,-0.48284217274472163
623,SSTK,50,-30,-90,0.7307101727447216,0.124445,-0.6062651727447216
624,SSTK,50,-20,-20,0.7307101727447216,0.072538,-0.6581721727447216
625,SSTK,50,-20,-30,0.7307101727447216,-0.029856,-0.7605661727447216
626,SSTK,50,-20,-40,0.7307101727447216,0.128245,-0.6024651727447217
627,SSTK,50,-20,-50,0.7307101727447216,0.55468,-0.17603017274472166
628,SSTK,50,-20,-60,0.7307101727447216,0.525446,-0.20526417274472164
629,SSTK,50,-20,-70,0.7307101727447216,0.465057,-0.2656531727447216
630,SSTK,50,-20,-80,0.7307101727447216,0.281886,-0.4488241727447216
631,SSTK,50,-20,-90,0.7307101727447216,0.264687,-0.4660231727447216
632,SSTK,50,-10,-20,0.7307101727447216,0.11699,-0.6137201727447216
633,SSTK,50,-10,-30,0.7307101727447216,0.209781,-0.5209291727447216
634,SSTK,50,-10,-40,0.7307101727447216,0.243931,-0.4867791727447216
635,SSTK,50,-10,-50,0.7307101727447216,0.564491,-0.16621917274472164
636,SSTK,50,-10,-60,0.7307101727447216,0.560158,-0.17055217274472156
637,SSTK,50,-10,-70,0.7307101727447216,0.399775,-0.3309351727447216
638,SSTK,50,-10,-80,0.7307101727447216,0.248715,-0.4819951727447216
639,SSTK,50,-10,-90,0.7307101727447216,0.332008,-0.3987021727447216
640,SSTK,65,-80,-20,0.8323511481406218,0.194426,-0.6379251481406218
641,SSTK,65,-80,-30,0.8323511481406218,0.316499,-0.5158521481406219
642,SSTK,65,-80,-40,0.8323511481406218,0.157421,-0.6749301481406218
643,SSTK,65,-80,-50,0.8323511481406218,-0.237477,-1.0698281481406218
644,SSTK,65,-80,-60,0.8323511481406218,-0.052548,-0.8848991481406219
645,SSTK,65,-80,-70,0.8323511481406218,0.94118,0.10882885185937818
646,SSTK,65,-80,-80,0.8323511481406218,0.775124,-0.0572271481406218
647,SSTK,65,-80,-90,0.8323511481406218,0.663826,-0.1685251481406218
648,SSTK,65,-70,-20,0.8323511481406218,0.41577,-0.41658114814062186
649,SSTK,65,-70,-30,0.8323511481406218,0.560471,-0.2718801481406218
650,SSTK,65,-70,-40,0.8323511481406218,0.365377,-0.4669741481406218
651,SSTK,65,-70,-50,0.8323511481406218,-0.077795,-0.9101461481406219
652,SSTK,65,-70,-60,0.8323511481406218,0.144107,-0.6882441481406218
